C:/Users/2016/Desktop/naca0012_LE_15.dat
 1.00000     0.00000
 0.99942     0.00134
 0.99767     0.00159
 0.99475     0.00199
 0.99069     0.00256
 0.98547     0.00328
 0.97912     0.00415
 0.97166     0.00517
 0.96309     0.00632
 0.95344     0.00761
 0.94273     0.00902
 0.93098     0.01055
 0.91824     0.01218
 0.90451     0.01391
 0.88984     0.01574
 0.87426     0.01764
 0.85780     0.01961
 0.84051     0.02163
 0.82242     0.02371
 0.80358     0.02583
 0.78403     0.02798
 0.76382     0.03015
 0.74299     0.03233
 0.72160     0.03451
 0.69968     0.03667
 0.67730     0.03881
 0.65451     0.04092
 0.63135     0.04298
 0.60789     0.04498
 0.58418     0.04691
 0.56027     0.04876
 0.53622     0.05052
 0.51208     0.05216
 0.48792     0.05369
 0.46378     0.05508
 0.43973     0.05632
 0.41582     0.05740
 0.39211     0.05831
 0.36865     0.05904
 0.34549     0.05957
 0.32270     0.05990
 0.30032     0.06002
 0.27840     0.05991
 0.25701     0.05958
 0.23618     0.05901
 0.21597     0.05820
 0.20000     0.05735
 0.19308     0.05675
 0.18700     0.05573
 0.18175     0.05429
 0.16388     0.04818
 0.14680     0.04203
 0.13055     0.03587
 0.11517     0.02971
 0.10068     0.02355
 0.08714     0.01743
 0.07455     0.01136
 0.06296     0.00535
 0.05239    -0.00058
 0.04287    -0.00641
 0.03441    -0.01212
 0.02703    -0.01769
 0.02075    -0.02311
 0.01559    -0.02837
 0.01155    -0.03344
 0.00865    -0.03833
 0.00689    -0.04302
 0.00628    -0.04750
 0.00682    -0.05176
 0.00848    -0.05573
 0.01125    -0.05930
 0.01512    -0.06248
 0.02008    -0.06526
 0.02611    -0.06764
 0.03321    -0.06961
 0.04136    -0.07117
 0.05053    -0.07230
 0.06072    -0.07302
 0.07188    -0.07330
 0.08400    -0.07315
 0.09704    -0.07256
 0.11097    -0.07153
 0.12577    -0.07006
 0.14139    -0.06814
 0.15779    -0.06579
 0.17495    -0.06300
 0.19281    -0.05978
 0.20409    -0.05757
 0.21597    -0.05820
 0.23618    -0.05901
 0.25701    -0.05958
 0.27840    -0.05991
 0.30032    -0.06002
 0.32270    -0.05990
 0.34549    -0.05957
 0.36865    -0.05904
 0.39211    -0.05831
 0.41582    -0.05740
 0.43973    -0.05632
 0.46378    -0.05508
 0.48792    -0.05369
 0.51208    -0.05216
 0.53622    -0.05052
 0.56027    -0.04876
 0.58418    -0.04691
 0.60789    -0.04498
 0.63135    -0.04298
 0.65451    -0.04092
 0.67730    -0.03881
 0.69968    -0.03667
 0.72160    -0.03451
 0.74299    -0.03233
 0.76382    -0.03015
 0.78403    -0.02798
 0.80358    -0.02583
 0.82242    -0.02371
 0.84051    -0.02163
 0.85780    -0.01961
 0.87426    -0.01764
 0.88984    -0.01574
 0.90451    -0.01391
 0.91824    -0.01218
 0.93098    -0.01055
 0.94273    -0.00902
 0.95344    -0.00761
 0.96309    -0.00632
 0.97166    -0.00517
 0.97912    -0.00415
 0.98547    -0.00328
 0.99069    -0.00256
 0.99475    -0.00199
 0.99767    -0.00159
 0.99942    -0.00134
