C:/Users/2016/Desktop/naca0012_LE_5.dat
 1.00000     0.00000
 0.99942     0.00134
 0.99767     0.00159
 0.99475     0.00199
 0.99069     0.00256
 0.98547     0.00328
 0.97912     0.00415
 0.97166     0.00517
 0.96309     0.00632
 0.95344     0.00761
 0.94273     0.00902
 0.93098     0.01055
 0.91824     0.01218
 0.90451     0.01391
 0.88984     0.01574
 0.87426     0.01764
 0.85780     0.01961
 0.84051     0.02163
 0.82242     0.02371
 0.80358     0.02583
 0.78403     0.02798
 0.76382     0.03015
 0.74299     0.03233
 0.72160     0.03451
 0.69968     0.03667
 0.67730     0.03881
 0.65451     0.04092
 0.63135     0.04298
 0.60789     0.04498
 0.58418     0.04691
 0.56027     0.04876
 0.53622     0.05052
 0.51208     0.05216
 0.48792     0.05369
 0.46378     0.05508
 0.43973     0.05632
 0.41582     0.05740
 0.39211     0.05831
 0.36865     0.05904
 0.34549     0.05957
 0.32270     0.05990
 0.30032     0.06002
 0.27840     0.05991
 0.25701     0.05958
 0.23618     0.05901
 0.21597     0.05820
 0.20000     0.05735
 0.19639     0.05713
 0.19354     0.05689
 0.19145     0.05663
 0.17279     0.05372
 0.15491     0.05063
 0.13783     0.04739
 0.12161     0.04399
 0.10628     0.04044
 0.09188     0.03677
 0.07843     0.03297
 0.06597     0.02906
 0.05453     0.02506
 0.04414     0.02098
 0.03482     0.01682
 0.02658     0.01262
 0.01946     0.00837
 0.01346     0.00409
 0.00861    -0.00021
 0.00490    -0.00452
 0.00235    -0.00883
 0.00097    -0.01314
 0.00076    -0.01743
 0.00171    -0.02162
 0.00382    -0.02562
 0.00708    -0.02943
 0.01148    -0.03303
 0.01701    -0.03642
 0.02366    -0.03959
 0.03141    -0.04254
 0.04025    -0.04525
 0.05015    -0.04772
 0.06110    -0.04994
 0.07306    -0.05189
 0.08600    -0.05358
 0.09990    -0.05498
 0.11473    -0.05610
 0.13044    -0.05693
 0.14701    -0.05746
 0.16439    -0.05770
 0.18254    -0.05763
 0.19915    -0.05730
 0.21597    -0.05820
 0.23618    -0.05901
 0.25701    -0.05958
 0.27840    -0.05991
 0.30032    -0.06002
 0.32270    -0.05990
 0.34549    -0.05957
 0.36865    -0.05904
 0.39211    -0.05831
 0.41582    -0.05740
 0.43973    -0.05632
 0.46378    -0.05508
 0.48792    -0.05369
 0.51208    -0.05216
 0.53622    -0.05052
 0.56027    -0.04876
 0.58418    -0.04691
 0.60789    -0.04498
 0.63135    -0.04298
 0.65451    -0.04092
 0.67730    -0.03881
 0.69968    -0.03667
 0.72160    -0.03451
 0.74299    -0.03233
 0.76382    -0.03015
 0.78403    -0.02798
 0.80358    -0.02583
 0.82242    -0.02371
 0.84051    -0.02163
 0.85780    -0.01961
 0.87426    -0.01764
 0.88984    -0.01574
 0.90451    -0.01391
 0.91824    -0.01218
 0.93098    -0.01055
 0.94273    -0.00902
 0.95344    -0.00761
 0.96309    -0.00632
 0.97166    -0.00517
 0.97912    -0.00415
 0.98547    -0.00328
 0.99069    -0.00256
 0.99475    -0.00199
 0.99767    -0.00159
 0.99942    -0.00134
